imdb_name_id,name,date_of_birth,amount of movies,gender
nm0102827,Sarah Brackett,1938,1,actress
nm0016670,Sandra Alberti,,1,actress
nm0260330,Luis Escobar,1908,4,actor
nm0165424,Queta Claver,1929,2,actress
nm0000304,Linda Blair,1959,19,actress
nm0184348,Paul Couzens,,1,actor
nm0225520,Eva Dickinson,,1,actress
nm0628827,Richard Ng,1939,8,actor
nm0401204,Ricky Hui,1946,9,actor
nm0144240,Rick Cassidy,1943,1,actor
nm0184446,Con Covert,1935,1,actor
nm0431866,Robert Judd,,1,actor
nm0672628,Catherine Peppers,,1,actress
nm0408848,James Iglehart,1949,2,actor
nm0001661,Rob Reiner,1947,2,actor
nm0001411,William Katt,1951,14,actor
nm0001138,Susan Dey,1952,4,actress
nm0308185,Patsy Garrett,1921,1,actress
nm1449294,Benjean,,1,actress
nm0008603,Angela Aber,,1,actress
nm0114642,Scott Brown,,1,actor
nm0853764,Paola Tedesco,1952,1,actress
nm0086611,Julia Blake,1936,6,actress
nm0103207,Dorothy Bradley,,1,actress
nm1859919,Narayan Bhatt,,1,actor
nm0412673,Ramaswamy Iyengar,,1,actor
nm0625148,Ann Nelson,1916,1,actress
nm0098266,Matthew Boston,,1,actor
nm0784106,Paola Senatore,1949,4,actress
nm0877183,Ann Turkel,1946,2,actress
nm0013037,Shohreh Aghdashloo,1952,5,actress
nm0012776,Kurosh Afsharpanah,,1,actor
nm0604922,Nancy Morgan,1949,2,actress
nm0000885,Ned Beatty,1937,13,actor
nm0194240,Tara Strohmeier,1955,1,actress
nm0000738,Muhammad Ali,1942,1,actor
nm0000374,Brad Dourif,1950,22,actor
nm0306286,Lolo García,1970,2,actor
nm0163748,Candy Clark,1947,5,actress
nm0361757,Yoshio Harada,1940,12,actor
nm0602894,Kelly Moran,1957,1,actress
nm0852437,Grigor Taylor,1943,1,actor
nm0449489,Peter Kern,1949,2,actor
nm0786285,Susanne Severeid,1955,1,actress
nm0362243,Sherry Hardin,,1,actress
nm0588817,Linda Miller,1942,1,actress
nm0166931,Mildred Clinton,1914,1,actress
nm0019330,Francisco Algora,1948,3,actor
nm0407475,Kimiko Ikegami,1959,3,actress
nm0423101,Miki Jinbo,1960,1,actress
nm0469192,Evelyne Kraft,1951,2,actress
nm0850450,Tariq,,1,actor
nm0259724,Ole Ernst,1940,6,actor
nm0679284,Kirsten Peüliche,1943,1,actress
nm0000599,Kathleen Quinlan,1954,15,actress
nm0559770,Danilo Mattei,,1,actor
nm0714220,Alex Rebar,1940,1,actor
nm0213392,Burr DeBenning,1936,1,actor
nm0585912,Sergey Migitsko,1953,1,actor
nm0272240,Sevda Ferdag,1942,2,actress
nm0927124,Susanne Widl,,1,actress
nm0917694,Peter Weibel,1945,1,actor
nm0012895,Luciano Agati,,1,actor
nm0168493,Lorenza Codignola,,1,actress
nm0443541,Kostas Kazakos,1935,6,actor
nm0198731,Darko Damevski,1932,2,actor
nm0818547,Scott Spiegel,1957,2,actor
nm0000600,Sam Raimi,1959,1,actor
nm0742337,Stephen Rosenberg,,1,actor
nm0440090,Alex Karras,1935,2,actor
nm0278752,Peter Firth,1953,8,actor
nm0132752,Nell Campbell,1953,1,actress
nm5501749,Elsa Alarcón,,1,actress
nm1467319,Jorge Álvarez,,1,actor
nm0375803,Kauko Helovirta,1924,3,actor
nm0453447,Evan C. Kim,1953,1,actor
nm0359147,Bong Soo Han,1933,2,actor
nm0761572,Henry G. Sanders,1942,1,actor
nm0601452,Kaycee Moore,,2,actress
nm0171475,John Colicos,1928,1,actor
nm0360357,Ernst Hannawald,1959,1,actor
nm0130271,Lun Chia,,1,actor
nm0086361,Tom Blair,,4,actor
nm0189499,Wayne Crouse,,1,actor
nm0005521,Joan Van Ark,1943,2,actress
nm0382942,Roger Watkins,1948,1,actor
nm1262799,Ken Fisher,1945,1,actor
nm0358850,Olivia Hamnett,1943,1,actress
nm0005499,Lily Tomlin,1939,9,actress
nm0000176,Nastassja Kinski,1961,33,actress
nm0839213,Gerry Sundquist,1955,1,actor
nm0194143,Zoran Cvijanovic,1958,4,actor
nm0725099,Fiona Richmond,1945,2,actress
nm0376027,Susan Hemingway,,3,actress
nm0485032,Aude Landry,1962,1,actress
nm0618064,Markus Mühleisen,,1,actor
nm0055134,Peter Barkworth,1929,1,actor
nm0000152,Richard Gere,1949,42,actor
nm0583943,Ezio Miani,,1,actor
nm0547600,Nando Marineo,,1,actor
nm0101614,Mikhail Boyarskiy,1949,7,actor
nm0846684,Kidlat Tahimik,1942,1,actor
nm1415541,Mang Fely,,1,actor
nm0560076,Junius Matthews,1890,1,actor
nm0094620,Héctor Bonilla,1939,5,actor
nm0645327,Manuel Ojeda,1938,1,actor
nm0433190,Larry Justin,,1,actor
nm0223986,Anneka Di Lorenzo,1952,1,actress
nm0738135,Carmen Roldán,,1,actress
nm0452795,Vakhtang Kikabidze,1938,4,actor
nm0130355,Kirk Calloway,1960,1,actor
nm0397622,Susan Howard,1944,2,actress
nm0765316,Sos Sargsyan,1929,2,actor
nm0765315,Sofik Sarkisyan,,1,actress
nm0399007,Jang-Lee Hwang,1944,12,actor
nm0022200,José Alonso,1947,2,actor
nm0737938,María Rojo,1943,9,actress
nm0266785,Leonora Fani,1954,4,actress
nm0771941,Tino Schirinzi,1934,1,actor
nm0436298,Aleksandr Kalyagin,1942,4,actor
nm0414865,Jill Jacobson,,1,actress
nm0844378,Ewa Szykulska,1949,1,actress
nm0000135,John Denver,1943,2,actor
nm0001578,Annette O'Toole,1952,6,actress
nm0065183,John Beck,1943,2,actor
nm0756634,Susan Saint James,1946,5,actress
nm0751088,Craig Russell,1948,1,actor
nm0572217,Hollis McLaren,,1,actress
nm0018808,Hope Alexander-Willis,1947,1,actress
nm0031511,Omero Antonutti,1935,9,actor
nm0545877,Saverio Marconi,1948,2,actor
nm0551171,Sean Marshall,1965,1,actor
nm0714761,Helen Reddy,1941,1,actress
nm0893544,Hilda Vera,1923,1,actress
nm0484397,Miguel Ángel Landa,1938,2,actor
nm0134073,Enzo Cannavale,1928,6,actor
nm0845679,Helle Merete Sørensen,1946,1,actress
nm0422207,Ulla Jessen,1946,1,actress
nm0906535,James Wainwright,1938,1,actor
nm0474476,Jerzy Kulej,1940,1,actor
nm0843837,Jan Szczepanski,1939,1,actor
nm0155352,Qiqi Chen,,2,actress
nm0032403,Royce D. Applegate,1939,1,actor
nm0000794,Lewis Arquette,1935,2,actor
nm0601210,Frank Moore,1946,1,actor
nm0914603,Duncan Watson,,1,actor
nm0271644,Greg Felton,,1,actor
nm0931889,Claire Williams,1969,1,actress
nm0174883,Didi Conn,1951,2,actress
nm0008286,Joe Abdullah,1926,1,actor
nm0022901,Jeff Altman,1951,3,actor
nm0826347,Frans Stelling,,1,actor
nm0463013,Ton de Koff,,1,actor
nm0627878,Bob Newhart,1929,4,actor
nm0030495,Idalia Anreus,1932,1,actress
nm0070281,Miguel Benavides,1939,1,actor
nm0820880,Dinah Stabb,1945,1,actress
nm0430258,Merdelle Jordine,,1,actress
nm0414279,Lou Jacobi,1913,1,actor
nm10413561,Vicky Adams,,1,actress
nm0535682,Macha Magall,,1,actress
nm1102326,Gino Turini,,1,actor
nm0392915,Abdolali Homayoon,,1,actor
nm0005033,Sammo Kam-Bo Hung,1952,41,actor
nm0232504,Tung-Shing Yee,1957,6,actor
nm0950546,On-On Yu,1959,4,actress
nm0504900,Siu-Hung Leung,,2,actor
nm0490573,Kar-Yung Lau,,2,actor
nm0252583,Ezzat El Alaili,1934,2,actor
nm1030173,Hassan Hussein,1935,1,actor
nm0000237,John Travolta,1954,50,actor
nm0331186,Karen Lynn Gorney,1945,1,actress
nm0654494,Earl Owensby,1936,3,actor
nm0019892,David Allan Coe,1939,1,actor
nm0435200,Oldrich Kaiser,1955,6,actor
nm0156914,Ling Chia,,2,actress
nm0006762,Saeed Jaffrey,1929,6,actor
nm0086867,Ronee Blakley,1945,1,actress
nm1298908,Dana,,2,actress
nm0673526,José Pérez,1940,1,actor
nm1015087,Tae-jeong Kim,1957,1,actor
nm0005412,Jane Seymour,1951,15,actress
nm0824787,Peter Steen,1936,2,actor
nm0000554,Sam Neill,1947,40,actor
nm0746582,Nevan Rowe,,1,actress
nm0939773,Janet Wood,,2,actress
nm0636044,Noelle North,1949,1,actress
nm0616556,Andrey Myagkov,1938,5,actor
nm0469103,Jeroen Krabbé,1944,12,actor
nm0055558,Lara Wendel,1965,5,actress
nm0409561,Eva Ionesco,1965,1,actress
nm0197963,Ewa Dalkowska,1947,3,actress
nm0054270,Aleksander Bardini,1913,1,actor
nm0000819,Barbara Bach,1947,4,actress
nm0344354,Matjaz Gruden,,1,actor
nm0851674,Matija Tavcar,,1,actor
nm0000434,Mark Hamill,1951,13,actor
nm0000148,Harrison Ford,1942,35,actor
nm0476846,Oleg Kuznetsov,,1,actor
nm0873324,Nikolay Trofimov,1920,1,actor
nm0474400,Juraj Kukura,1947,2,actor
nm0746523,Greg Rowe,1964,2,actor
nm0192035,Peter Cummins,1931,1,actor
nm0865515,Lino Toffolo,1934,1,actor
nm0649342,Alessio Orano,,2,actor
nm0418877,John Jarratt,1951,7,actor
nm0042748,Phillip Avalon,1955,1,actor
nm0851182,Nick Tate,1942,4,actor
nm0857177,John Thaw,1942,3,actor
nm0110774,Corinne Brodbeck,,1,actress
nm0803669,Lickå Sjöman,1947,1,actress
nm0950557,Shirley Yu,,1,actress
nm0531511,Aldo Maccione,1935,5,actor
nm0000462,Kate Jackson,1948,4,actress
nm0842737,Monica Swinn,1948,2,actress
nm0042158,Christine Aurel,,1,actress
nm0147167,Gianni Cavina,1940,3,actor
nm0513375,Thérèse Liotard,1949,1,actress
nm0537865,Valérie Mairesse,1955,4,actress
nm0229874,Lyubov Dobrzhanskaya,1908,1,actress
nm0664293,Olivia Pascal,1957,6,actress
nm0211687,Luís de Sousa Costa,,1,actor
nm0513346,Alberto Lionello,1930,1,actor
nm0701699,Erzsi Pásztor,1936,2,actress
nm0701779,Ildikó Pécsi,1940,1,actress
nm0302681,Ely Galleani,1953,1,actress
nm0899920,Leon Vitali,1948,1,actor
nm0529230,Ágata Lys,1953,1,actress
nm0339654,Heinrich Starhemberg,1934,1,actor
nm0334617,Patricia Granada,,1,actress
nm0958221,Lidia Zuazo,,1,actress
nm0021728,Mario Almada,1922,1,actor
nm0409113,Gordana Inkret,1967,1,actress
nm0280955,Didier Flamand,1947,3,actor
nm0094726,Pascal Bonitzer,1946,1,actor
nm0487254,Gérard Lanvin,1950,39,actor
nm0605717,Kensaku Morita,1949,1,actor
nm0038358,Yûko Asano,1960,2,actress
nm0276005,Nicholas Field,1948,1,actor
nm0571188,Lonette McKee,1954,2,actress
nm0682448,Preston Pierce,1940,1,actor
nm0656816,Brian Painchaud,1966,1,actor
nm0432746,Douglas Junor,,1,actor
nm1587816,Ewa Zlotowska,1947,1,actress
nm1597219,Danuta Mancewicz,1922,1,actress
nm0357090,Bob Holt,1928,1,actor
nm0919934,Jesse Welles,1946,1,actress
nm0209428,Frances de la Tour,1944,3,actress
nm0409420,Antonella Interlenghi,1961,1,actress
nm8240733,Mimmo Crao,,1,actor
nm0564304,Harlee McBride,1948,2,actress
nm0711865,Peter Ratray,1941,1,actor
nm0473047,Svetlana Kryuchkova,1950,3,actress
nm0246830,László Dózsa,1942,1,actor
nm0330765,Sandy Gore,1950,1,actress
nm1467030,Michael Cole,,1,actor
nm0043104,Anastasios Avgeris,,1,actor
nm0110736,Beate Brockstedt,,1,actress
nm0611972,Arthur Mullard,1910,1,actor
nm1587965,S. Gopal,,1,actor
nm1216980,Krishnaraj,,1,actor
nm0603196,Cezary Morawski,1954,1,actor
nm0437849,Miroslaw Konarowski,1952,1,actor
nm0650293,Luigi Ornaghi,1931,1,actor
nm0605432,Francesca Moriggi,1938,1,actress
nm0062227,Joachim Baumann,,1,actor
nm0120888,Frank Burckner,,1,actor
nm0456124,Bruno Kirby,1949,2,actor
nm0783403,Pascal Sellier,,1,actor
nm0000376,Fran Drescher,1957,3,actress
nm0660116,Vera Pap,1956,3,actress
nm0223523,Dilip Dhawan,1955,1,actor
nm0656684,Anjali Paigankar,,1,actress
nm0176122,Richard Constantini,1965,2,actor
nm0151572,Rousy Chanev,1945,2,actor
nm0232345,Plamen Donchev,1938,1,actor
nm0091038,Erika Bodnár,1948,2,actress
nm0445185,Balla Moussa Keita,,1,actor
nm1272633,Baba Niare,,1,actor
nm0264646,Vlasta Fabiánová,1912,1,actress
nm0233109,Miroslav Donutil,1951,6,actor
nm0084589,Iva Bittová,1958,3,actress
nm0186988,Wayne Crawford,1947,8,actor
nm0900534,Valentina Vladimirova,1927,1,actress
nm0305955,Andrés García,1941,3,actor
nm0431369,Àngel Jové,1940,2,actor
nm0554726,María Martín,1923,1,actress
nm0826374,Al Stellone,1933,1,actor
nm0657004,Andrés Pajares,1940,15,actor
nm0261681,Fernando Esteso,1945,8,actor
nm0379436,Leila Hermosa,,1,actress
nm0588731,Ken Miller,1931,1,actor
nm0185619,Toni Crabtree,,1,actress
nm0377427,Ted Henning,,1,actor
nm0639804,Seamus O'Brien,1932,1,actor
nm0470769,Viju Krem,,1,actress
nm0240855,Danielle Dugas,,1,actress
nm0544815,Claude Maran,,1,actor
nm0001929,Josiane Balasko,1950,33,actress
nm0716709,Luis Rego,1943,4,actor
nm0001266,Gil Gerard,1943,1,actor
nm0001292,Erin Gray,1950,4,actress
nm0000997,Gary Busey,1944,31,actor
nm0124390,Narciso Busquets,1929,1,actor
nm7097285,Kuan-Tai Chan,,1,actor
nm0523711,Feng Lu,1953,6,actor
nm0199811,Suzanne Danielle,1957,1,actress
nm0077607,Ken Berry,1933,1,actor
nm0305368,Nicole Garcia,1946,15,actress
nm0623493,Tabata Ndiaye,,1,actress
nm11864267,Alioune Fall,,1,actor
nm0507835,Tommy Lewis,1958,1,actor
nm0721721,Freddy Reynolds,,1,actor
nm0261738,George Estregan,1939,1,actor
nm0890159,Dante Varona,,1,actor
nm0004848,Cathy Lee Crosby,1944,2,actress
nm0000299,Michael Biehn,1956,29,actor
nm0428278,Jack Jones,1938,1,actor
nm0827298,Pamela Stephenson,1949,2,actress
nm0797858,Nicolas Silberg,1944,2,actor
nm0116453,Béatrice Bruno,,1,actress
nm0001633,Annie Potts,1952,2,actress
nm0395756,Laszlone Horvath,,1,actress
nm0395808,László Horváth,1943,1,actor
nm0190809,György Cséplö,1953,1,actor
nm0190810,Györgyné Cséplö,,1,actress
nm0000968,Sônia Braga,1950,8,actress
nm0537345,Nuno Leal Maia,1947,3,actor
nm0437660,Saeed Kangarani,1954,2,actor
nm0729553,Leslie Rivers,,1,actress
nm0256361,David Emge,1946,2,actor
nm0286010,Ken Foree,1948,5,actor
nm0000724,Brooke Adams,1949,11,actress
nm0757138,Harold Sakata,1920,1,actor
nm0914937,Vernee Watson,1954,1,actress
nm0000686,Christopher Walken,1943,36,actor
nm0673356,Jorge Peres,,1,actor
nm0001236,Meg Foster,1948,10,actress
nm0760660,María Luisa San José,1946,1,actress
nm0012419,Adriaan Adriaanse,1943,1,actor
nm0882691,Ryûdô Uzaki,1946,3,actor
nm0604335,Nanni Moretti,1953,10,actor
nm0744243,Luisa Rossi,1925,1,actress
nm0683334,Joseph Pilato,1949,2,actor
nm0152117,Susan Chapek,,1,actress
nm0449625,Zora Kerova,1950,2,actress
nm0128379,Vic Caesar,1931,1,actor
nm0636811,Don Sparks,1951,1,actor
nm0724784,Sy Richardson,1941,3,actor
nm2598556,Peng Cheng,,1,actor
nm0268533,Tisa Farrow,1951,4,actress
nm0099033,Sherry Boucher,1945,1,actress
nm0369129,Chiu-Sing Hau,,2,actor
nm0156982,Sheng Chiang,1951,5,actor
nm0838935,Chien Sun,1955,2,actor
nm0593317,Eric Mitchell,,3,actor
nm1867329,Anya Phillips,,1,actress
nm0000331,Chevy Chase,1943,26,actor
nm0196950,Lisbet Dahl,1946,3,actress
nm0048661,Kirsten Baker,1960,2,actress
nm0492892,Linda Lawrence,,1,actress
nm0576495,Vinod Mehra,1945,1,actor
nm0563039,Melanie Mayron,1952,3,actress
nm0913738,Craig Wasson,1954,8,actor
nm0005287,Donny Osmond,1957,1,actor
nm0005288,Marie Osmond,1959,1,actress
nm0005460,Mary Steenburgen,1953,13,actress
nm0002014,Iron Eyes Cody,1907,1,actor
nm0468683,Gabriela Kownacka,1952,1,actress
nm0000130,Jamie Lee Curtis,1958,26,actress
nm0670481,Pai Wei,1957,2,actor
nm0490521,Damian Lau,1949,3,actor
nm0068323,Kathy Bell,,1,actress
nm0192409,Noel Cunningham,,1,actor
nm0648409,Toshinori Omi,1965,3,actor
nm0715274,Jerry Reed,1937,2,actor
nm0486839,Suze Lanier-Bramlett,1947,1,actress
nm0396884,Robert Houston,1955,2,actor
nm0074253,Katya Berger,1964,2,actress
nm0833288,Claus Strandberg,1948,1,actor
nm0646307,Kirsten Olesen,1949,3,actress
nm0745636,Jean Rougeul,1905,1,actor
nm0657608,Chantal Paley,,1,actress
nm0000809,Daniel Auteuil,1950,65,actor
nm0432040,Gérard Jugnot,1951,33,actor
nm0054737,Sophie Barjac,1957,2,actress
nm0846036,Eron Tabor,,1,actor
nm0000262,Nancy Allen,1950,14,actress
nm0223738,Bobby Di Cicco,1954,2,actor
nm0000468,Lynn-Holly Johnson,1958,2,actress
nm0213865,Michael Decker,,1,actor
nm0330353,Julie Gordon,,1,actress
nm0000297,Tom Berenger,1949,36,actor
nm0818204,Volker Spengler,1939,1,actor
nm0706459,Tony Raggetti,,1,actor
nm0707726,Aldo Ralli,1935,1,actor
nm0899911,Alvaro Vitali,1950,13,actor
nm0307864,Philippe Garnier,,1,actor
nm0515421,Mona Lisa,1922,1,actress
nm0627505,Robyn Nevin,1942,4,actress
nm0268854,Naglaa Fathi,1948,2,actress
nm0952304,Ahmed Zaki,1949,18,actor
nm0661183,Therese Pare,,1,actress
nm0097040,Roscoe Born,1950,1,actor
nm0308882,Lorraine Gary,1937,2,actress
nm0670852,Lisa Pelikan,1954,2,actress
nm0656647,Jason Piao Pai,,5,actor
nm4814615,Parinita Banerjee,,1,actress
nm0019465,Nafisa Ali,,3,actress
nm0004363,Rakesh Roshan,1949,3,actor
nm0000516,Lee Majors,1939,10,actor
nm0286599,Anthony Forrest,1951,1,actor
nm0551215,Tom Marshall,,1,actor
nm0000616,Eric Roberts,1956,94,actor
nm0002139,Judd Hirsch,1935,4,actor
nm0469773,Irena Kranjc,1961,1,actress
nm1058421,Roman Gorsic,,1,actor
nm0947236,Mikhail Efremov,1963,7,actor
nm0015253,Liya Akhedzhakova,1938,7,actress
nm1191533,Shigeru Yamamoto,,1,actor
nm0038342,Atsuko Asano,1961,2,actress
nm0435542,Karel Kalas,1910,1,actor
nm0531529,Catriona MacColl,1954,5,actress
nm0482662,Meg Lam,,1,actress
nm0587335,Kim Milford,1951,1,actor
nm0092236,Elaine Boies,,1,actress
nm0302548,Louise Gallandra,,1,actress
nm0159448,David Chow,1929,1,actor
nm0473906,Kuei Chang,1951,1,actor
nm0345295,Christopher Guard,1953,2,actor
nm0820109,William Squire,1917,1,actor
nm0743679,Merrie Lynn Ross,,2,actress
nm0434420,Rialda Kadric,1963,2,actress
nm10932238,Vladimir Petrovic,,1,actor
nm0530499,Anders Lönnbro,1945,1,actor
nm0617531,Bodil Mårtensson,1944,1,actress
nm0192576,Eduard Cupák,1932,1,actor
nm0065235,Michael Beck,1949,6,actor
nm0270742,Alan Feinstein,1941,1,actor
nm0660117,Éva Pap,1939,1,actress
nm0486905,Kim Lankford,1954,1,actress
nm0202318,James Daughton,1950,1,actor
nm0206097,Curt Dawson,1941,1,actor
nm0035424,Gwen Arment,,1,actress
nm0025355,John Amplas,1949,2,actor
nm0531042,Lincoln Maazel,1903,1,actor
nm0720890,Clive Revill,1930,2,actor
nm0001344,Gregg Henry,1952,5,actor
nm0322137,Britta Glatzeder,,1,actress
nm0373830,Sascha Hehn,1954,2,actor
nm0744288,Pier Maria Rossi,,1,actor
nm0881113,Mita Ungaro,,1,actress
nm0001113,Brad Davis,1949,6,actor
nm0591968,Irene Miracle,1954,2,actress
nm0525403,James Luisi,1928,1,actor
nm0838360,Susan Sullivan,1942,1,actress
nm0146431,Philippe Caubère,1950,4,actor
nm0041614,Marie-Françoise Audollent,1943,1,actress
nm0233065,Terence Donovan,1942,1,actor
nm0840122,John Sutherland,,1,actor
nm0106147,Peter Brawley,1947,1,actor
nm0444234,Michael Kebschull,,1,actor
nm0594809,Kyra Mladeck,1935,1,actress
nm0449392,Paul Kermack,1932,1,actor
nm0323920,Anna Godenius,1944,1,actress
nm0106601,Gösta Bredefeldt,1935,1,actor
nm0045872,Ferenc Bács,1936,1,actor
nm0000004,John Belushi,1949,4,actor
nm0000261,Karen Allen,1951,19,actress
nm0293739,Sami Frey,1937,11,actor
nm0951578,Ann Zacharias,1956,1,actress
nm0448047,Gerard Kennedy,1932,3,actor
nm0081560,Ramon Bieri,1929,1,actor
nm0185635,Ruth Cracknell,1925,3,actress
nm0731918,Ken Robertson,,1,actor
nm0923076,Tony Westrope,,1,actor
nm0910054,Jerry Walter,1925,1,actor
nm0129695,Dan Caldwell,1935,1,actor
nm0066932,Robert Behling,1941,2,actor
nm1262739,Susan Lynch,,1,actress
nm0698998,David Proval,1942,4,actor
nm0029068,James Andronica,1945,3,actor
nm0419248,David Jason,1940,4,actor
nm0571557,Kevin McKenzie,,1,actor
nm0619053,Shankar Nag,1954,4,actor
nm1130085,Sushilendra Joshi,,1,actor
nm0415016,Scott Jacoby,1956,1,actor
nm0072473,Deborah Benson,,1,actress
nm0599163,Nadine Pascal,,2,actress
nm0836044,Zdena Studenková,1954,1,actress
nm1113665,Melissa Chimenti,,1,actress
nm0133558,Lee Canalito,1953,1,actor
nm0208674,Julio De Grazia,1920,5,actor
nm0104723,Luisina Brando,1945,2,actress
nm0223626,Rick DiAngelo,,1,actor
nm0343190,Frederik de Groot,1946,1,actor
nm0429563,Leen Jongewaard,1927,2,actor
nm0375818,Robert Helpmann,1909,1,actor
nm0528345,Jimmy Lynch,1937,1,actor
nm0732220,Michel Robin,1930,2,actor
nm0056752,Fabienne Barraud,,1,actress
nm0349869,Henri Guybet,1936,2,actor
nm0579991,Heather Menzies-Urich,1949,1,actress
nm0683600,Daniel Pilon,1940,2,actor
nm0003679,Kate Reid,1930,1,actress
nm0032417,Mary Appleseth,1956,1,actress
nm0287837,Harvey Shain,,3,actor
nm0589770,Mary Millington,1945,1,actress
nm0250022,Glynn Edwards,1931,2,actor
nm0946670,Igor Yasulovich,1941,2,actor
nm0636466,Valeriy Nosik,1940,1,actor
nm0485878,Perry Lang,1959,2,actor
nm0774179,Benny Schnier,1957,1,actor
nm0000222,Brooke Shields,1965,16,actress
nm0367848,Enny Haryono,,1,actress
nm0697514,Barry Prima,1955,4,actor
nm0596481,Ovidiu Iuliu Moldovan,1942,4,actor
nm3086858,Chih-Ping Chiang,,1,actor
nm0000345,Billy Crystal,1948,18,actor
nm0873731,Liana Trouche,1938,1,actress
nm0649975,Antonio Orlando,1960,1,actor
nm0001168,Bob Dylan,1941,3,actor
nm0245892,Sara Dylan,1939,1,actress
nm0920171,Dawn Wells,1938,2,actress
nm0686818,Dana Plato,1964,1,actress
nm0630197,Sergiu Nicolaescu,1930,9,actor
nm0357092,Elke Haltaufderheide,1940,1,actress
nm0456968,Rüdiger Kirschstein,1941,1,actor
nm0038625,Debbie Ash,1957,1,actress
nm0034589,Carolyne Argyle,,1,actress
nm0945280,Yasuo Yamada,1932,3,actor
nm0557968,Eiko Masuyama,1936,3,actress
nm0934586,Reggie Winch,,1,actor
nm0548258,Lawrie Mark,,1,actor
nm0491478,George Lauris,,1,actor
nm0091325,Steve Boergadine,,1,actor
nm4066673,Yvonne Dwyer,,1,actress
nm2964442,Willy Adler,,1,actor
nm0825835,Emil Steinberger,1933,1,actor
nm0530754,Walo Lüönd,1927,2,actor
nm0417199,Mikki Jamison,1942,1,actress
nm0885386,Sven Valsecchi,,1,actor
nm0126397,Jeffrey Byron,1955,3,actor
nm0408189,Gary Imhoff,1952,2,actor
nm0031810,Hidemi Aoki,1953,1,actress
nm0289759,Peter Frampton,1950,1,actor
nm0002956,Barry Gibb,1946,1,actor
nm0862882,Tien Niu,1958,1,actress
nm1817619,Niu Niu,1959,2,actress
nm0457196,Alyona Kishchik,,1,actress
nm0284450,Aleksandr Fomin,,1,actor
nm0415777,Ka-Yan Leung,1949,13,actor
nm0775716,Kareen Schröter,1963,1,actress
nm0711731,Harald Rathmann,,1,actor
nm0250784,Manuel Ángel Egea,,1,actor
nm0844765,Fernando Sánchez Polack,1920,1,actor
nm0087024,Alan Blanchard,,1,actor
nm0609579,Judy Motulsky,,1,actress
nm0228476,Anne Ditchburn,1949,1,actress
nm0608170,Zdzislaw Mrozewski,1909,1,actor
nm0727367,Giuseppe Rinaldi,1919,2,actor
nm0561079,Gianfranco Mauri,1928,2,actor
nm0000396,Farrah Fawcett,1947,5,actress
nm0536298,Barbara Magnolfi,1955,1,actress
nm0057132,Stefania D'Amario,,1,actress
nm0119598,Dorothy Buhrman,1951,1,actress
nm0292635,Sterling Frazier,,1,actress
nm0486985,Les Lannom,1946,1,actor
nm0952841,Mónica Zanchi,1959,1,actress
nm0001659,Christopher Reeve,1952,13,actor
nm0847580,Keiko Takeshita,1953,2,actress
nm0793336,Tarô Shigaki,1951,1,actor
nm11448509,Suayip Adlig,,1,actor
nm0163250,Cyrielle Clair,1955,3,actress
nm0752297,Martin Ruzek,1918,2,actor
nm0001346,Edward Herrmann,1943,5,actor
nm0938980,Cecilia Wong,,1,actress
nm0838595,Donna Summer,1948,1,actress
nm0485142,Valerie Landsburg,1958,1,actress
nm0619197,Toshiyuki Nagashima,1956,4,actor
nm0948945,Tsugiaki Yoshida,,1,actor
nm0160865,Norman Chu,1955,7,actor
nm0479454,Michel-René Labelle,,1,actor
nm0550989,Ken Marshall,1950,3,actor
nm0142937,María Casanova,,4,actress
nm0134053,Emanuele Cannarsa,1945,1,actor
