imdb_name_id,name,amount of movies
nm1549797,Vimukthi Jayasundara,2
nm0004709,Giuseppe Andrews,1
nm0603758,Paulo Morelli,4
nm0369066,Karola Hattop,1
nm0210938,Franco de Pena,2
nm0351641,Muharrem Gürses,1
nm1644510,Gil D. Reyes,1
nm1008324,Stamatis Tsarouchas,2
nm0490774,Andrew Lauer,3
nm0075953,Xavier Bermúdez,1
nm0708520,Norberto Ramos del Val,4
nm0144881,Joseph Castelo,2
nm0735671,Raúl Rodríguez Peila,2
nm0942504,Joe Wright,7
nm0141139,Héctor Carré,1
nm1642870,Carlos Brooks,2
nm1475059,Filip Jan Rymsza,2
nm0630245,Cassandra Nicolaou,1
nm1628163,Fernando Kalife,1
nm0661837,Hun-Su Park,2
nm1154422,Sunil,1
nm0844476,András Szöke,2
nm1773569,Shonali Bose,3
nm1618472,Pantham Thongsangl,1
nm0802168,Manmohan Singh,4
nm0603628,Pierre Morel,5
nm0678027,Adrian Petringenaru,1
nm0326510,Larry Golin,1
nm0779622,Nicola Scott,1
nm1646042,Mark Prebble,1
nm0411539,Puneet Issar,1
nm0613359,Francesco Munzi,3
nm1644521,Ittisoontorn Vichailak,1
nm0358191,Tim Hamilton,1
nm0550071,Laïla Marrakchi,2
nm0257646,Jonathan English,4
nm0891819,Felipe Vega,2
nm1518150,Mike Stoklasa,1
nm1240647,Nicolás López,11
nm1565392,Georgia Lee,1
nm0228400,Tim Disney,3
nm1516023,Nick Quested,1
nm0001729,Craig Sheffer,1
nm1284414,Aleksey Sidorov,3
nm1533878,Mike Meiners,1
nm0350860,Enrique Gómez Vadillo,1
nm0155536,Andy Cheng,2
nm1085908,Hwan-kyung Lee,4
nm1656225,Mahesh Tillekar,1
nm1642229,Tommy Stovall,4
nm0002856,Ken Tipton,1
nm0855460,Oguzhan Tercan,2
nm0155117,Lee Shallat Chemel,1
nm1433566,Soham Shah,2
nm1126519,Evgeniy Lavrentev,2
nm0551167,Scott Marshall,3
nm0033384,Danielle Arbid,3
nm1659894,Jaime Aparicio,1
nm0666021,Javier 'Fox' Patrón,2
nm1641326,Zornitsa Sophia,2
nm0151717,Hyeon-su Jang,1
nm0795651,Dilip Shukla,2
nm1281877,Juan Carlos Carrasco,1
nm1644509,Jamie Rafn,1
nm0008650,Don Abernathy,1
nm1644496,Saurab Narang,1
nm0572562,Greg McLean,6
nm1656172,Aric Avelino,1
nm0170030,Jorge Coira,2
nm1461392,Joachim Rønning,5
nm1650283,Espen Sandberg,5
nm0437802,Ellie Kanner,3
nm0666401,Scott Patterson,1
nm1360804,Shi-Zheng Chen,1
nm0383774,Mikey Hilb,2
nm1650266,Mohammad Hossein Latifi,4
nm1659911,Yong-ki Jeong,6
nm0957392,Tolgay Ziyal,1
nm1457822,Antti-Jussi Annila,3
nm1659903,Eric Eisner,1
nm1651754,Sarab,1
nm0409459,Isshin Inudô,9
nm0006395,Michael Feifer,19
nm0514921,Fendou Liu,2
nm1659908,William Heins,2
nm0477456,Su-chang Kong,2
nm0377896,Kyle Henry,1
nm1253674,Andrew Wagner,3
nm1280706,Ari Palitz,1
nm1309359,Bryan Barber,1
nm2022987,Gopimohan,1
nm6351367,Ebrahim Sheibani,2
nm0465372,Grigoriy Konstantinopolskiy,3
nm0094080,Fedor Bondarchuk,6
nm0217219,François Delisle,3
nm1661709,Jonathan Meyers,2
nm1664088,Jason Matzner,1
nm0571983,Scott McKinsey,1
nm1662732,Aaron James,1
nm0886156,Andrew van den Houten,2
nm1662702,Johannes Jaeger,1
nm1435384,Allan Fiterman,3
nm1346885,Anna Melikyan,6
nm0827750,Joshua Michael Stern,3
nm1662722,Valeri Rozhnov,1
nm1664091,Murray Robinson,1
nm1410989,Philippe Gagnon,3
nm1662712,Bernard Murray Jr.,1
nm1664081,Pat Higgins,6
nm1662720,Marina Razbezhkina,1
nm1320422,Darryn Welch,2
nm1684585,Steven Kessler,1
nm2686376,Fadel El Garhy,1
nm1318393,Anahí Berneri,5
nm0000524,Mary Stuart Masterson,1
nm1672034,José Márcio Nicolosi,1
nm1665912,Philip Adrian Booth,2
nm0309691,John Gatins,1
nm0804662,Emily Skopov,1
nm0427805,Courtney G. Jones,1
nm0607275,Phil Morrison,2
nm0513600,Joanna Lipper,1
nm1270715,Nicolas van Pallandt,1
nm1671981,Thomas Frydetzki,1
nm1277564,Annette Stefan,1
nm1424658,Bennett Davlin,1
nm0571965,Rob McKinnon,1
nm1064411,Dave Diamond,1
nm0605186,Anders Morgenthaler,4
nm0939584,Bret Wood,2
nm1294309,Michael Pleckaitis,1
nm1671993,In-mu Heo,3
nm0278803,Pernille Fischer Christensen,5
nm1583939,David Smith,1
nm1341518,Chris Bradley,1
nm0478410,Kyle LaBrache,1
nm0001290,Richard E. Grant,1
nm0729202,Carolina Rivera,1
nm1671983,Ahmed Nader Galal,9
nm1049433,Lenny Abrahamson,5
nm0818608,Götz Spielmann,3
nm0276397,Martha Fiennes,1
nm0397431,Kelsey T. Howard,1
nm0862312,Denis Thybaud,2
nm0100189,Reynaldo Boury,1
nm1384445,Robin Christian,1
nm1248890,Silvije Petranovic,2
nm0047049,Lionel Baier,4
nm0549283,James Marlowe,1
nm1329732,Brad Goodman,2
nm1679136,Guy Moshe,2
nm0440459,Jonathan Kasdan,2
nm0781340,Dominik Sedlar,1
nm0329426,Amanda Goodwin,1
nm1669022,John Bonito,2
nm0318916,Craig Gillespie,6
nm0994603,Onir,6
nm0032521,Serik Aprimov,1
nm0182459,Saverio Costanzo,4
nm1672058,Teong Hin Saw,2
nm1580758,Wenzel Storch,1
nm0470384,Panagiotis Kravvas,2
nm0185473,Edgardo Cozarinsky,1
nm1680267,Gennadiy Klimov,1
nm0432934,Zvonimir Juric,4
nm1178846,Boris T. Matic,1
nm1126956,Antonio Nuic,5
nm1672062,Jeong-won Shin,3
nm1671980,Paolo Franchi,4
nm0652443,Arsen A. Ostojic,4
nm0271402,Sam Fell,3
nm0828207,Robert Stevenhagen,1
nm1547859,Kyle Patrick Alvarez,3
nm1500530,Wojciech Smarzowski,7
nm0844794,Julio Sánchez Valdés,1
nm0322533,Kenneth Glenaan,2
nm0221154,Yves Desgagnés,2
nm0889828,Fernando Vargas,1
nm1697638,Yin-jung Chen,2
nm1626978,Jang-ha Ryu,2
nm1680307,Indra Siera,2
nm1680298,Atiq Rahimi,3
nm0323937,Fabienne Godet,2
nm0374663,Benjamin Heisenberg,3
nm1683444,Michael Aimette,1
nm1683672,John G. Hofmann,1
nm0503767,Jeff Leroy,3
nm0506712,Scott Lew,1
nm1690993,Sergej Stanojkovski,1
nm0043742,David Ayer,8
nm0179221,Anton Corbijn,3
nm0192741,Martin Curland,1
nm1343808,Dan Wilde,1
nm1712383,Jason Carvey,1
nm1685631,Sidney King,1
nm1697654,Arturo Ruiz-Esparza,1
nm0097459,Mirko Borscht,1
nm1388365,Babar Ahmed,1
nm0214889,Bob Degus,1
nm1856667,Ömür Atay,1
nm0218531,Selim Demirdelen,2
nm1699774,Yücel Yolcu,2
nm1701255,Radha Mohan,8
nm0169486,Jem Cohen,2
nm0662530,Ol Parker,3
nm1161979,Eduardo Rodriguez,4
nm1189376,Sanjay Gadhvi,5
nm0335337,Darren Grant,3
nm0179576,Antony Cordier,3
nm1701951,Christian Becker,2
nm1083566,Oliver Schwabe,2
nm1064633,Joel Zito Araújo,1
nm1080142,Henry Chan,1
nm0737442,Todd Rohal,4
nm0971670,Hiroki Yamaguchi,2
nm1697112,Adam Green,6
nm1699744,Chance Shirley,2
nm0623738,Aubrey Nealon,1
nm1721795,Mark A. Lewis,2
nm0677321,Nicholas Peterson,1
nm1295651,Maciej Zak,4
nm0244697,Simone van Dusseldorp,4
nm1703622,R. Madhesh,2
nm1496044,Masahiko Murata,5
nm1367960,Steven Sawalich,1
nm0448670,Billy Kent,2
nm0684644,Eduardo Pinto,1
nm1699662,Karin Babinská,2
nm1701244,Atsushi Kaneko,1
nm1699753,Suguru Takeuchi,1
nm1717957,Julius Sevcík,4
nm0259428,Andrew C. Erin,6
nm1279205,Benjamin Eicher,3
nm1288038,Farzad Motamen,4
nm0172877,Laurie Collyer,3
nm1699715,Kirill Mikhanovsky,3
nm1701258,Paul S. Myers,2
nm1056186,Brennan Shroff,1
nm1685252,Ramana,3
nm1276209,Jong-hyun Kim,2
nm1094372,Stephen Marshall,1
nm0701037,Stephen Purvis,1
nm1325852,Greg Zglinski,3
nm1703596,Kwon-tae Ahn,3
nm1266863,Ben Rekhi,2
nm1036356,Sarah Nean Bruce,1
nm1202521,Eduardo Durão,1
nm0311355,Bob Gebert,1
nm0083228,Jeanne Biras,1
nm1715454,Mohsen Amiryoussefi,3
nm0689343,Jon Poll,1
nm1715497,J.J. Alani,2
nm0857761,Carl Thibault,1
nm0896789,Edgardo Viereck,1
nm0303864,Zézé Gamboa,2
nm1292891,Jinglei Xu,3
nm0335200,Anais Granofsky,1
nm1718052,Jiang Xiao,1
nm0051396,George Bamber,2
nm0618729,Fanta Régina Nacro,1
nm1107383,Dave Christiano,3
nm1419025,Mike Donahue,2
nm1715450,Daniel Acht,1
nm1715482,Ali Eckert,1
nm1061993,Christoffer Boe,5
nm2115426,Mohamed Ali,2
nm0304830,Robert Ben Garant,2
nm1732990,David Ocanas,1
nm1729248,Lukasz Zadrzynski,1
nm1729135,Todd S. Kniss,1
nm0035462,Neil Armfield,2
nm0939986,Roy T. Wood,1
nm0177637,Greg Coolidge,2
nm0440831,Yasmine Kassari,1
nm1731937,Alex Kendrick,3
nm0883972,George Valencia,1
nm0276690,Edwin M. Figueroa,1
nm0752421,Ari Ryan,1
nm1729163,Ahmed Mekky,1
nm1103479,Jeff Mahler,1
nm1525331,Stanimir Trifonov,1
nm1371900,Randall Rubin,1
nm1074955,Jonathan Schroder,1
nm1729109,Osamu Fukutani,2
nm1720336,Blessy,4
nm0713828,Gregory Read,1
nm0381305,Ed Herzog,8
nm1733015,Marcus Stern,1
nm0548297,Tony Mark,1
nm1580774,Kamlah Abu-Zikri,5
nm0349205,Nick Guthe,1
nm1564657,Daven Baptiste,1
nm3214303,DBaptiste,1
nm1441566,Marwan Hamed,6
nm0420112,John Jeffcoat,1
nm1729063,Mert Baykal,3
nm0389596,Patrick Hogan,1
nm0001710,David Schwimmer,2
nm1000987,Tayfun Güneyer,2
nm0771362,Kyle Schickner,2
nm1729250,Tilman Zens,1
nm0096375,Sebastián Borensztein,4
nm0091579,Timothy Scott Bogart,1
nm0440326,Shajoon Karyal,1
nm1044996,Juan Cavestany,4
nm0492038,Enrique López Lavigne,1
nm0033596,Louise Archambault,3
nm0575318,Frank van Mechelen,4
nm0451155,Ahmed Khan,3
nm1733026,Kimberly K. Wilson,1
nm0813068,Chris Solimine,1
nm0200886,Gidi Dar,1
nm1729191,Magdalena Piekorz,3
nm0883796,Alexis Valdés,1
nm1729144,Jong-kwan Kwon,3
nm0147531,Daniel Cebrián,1
nm0685662,Joseph Pitchhadze,1
nm1396104,Anthony Byrne,3
nm0378730,Bruno Herbulot,1
nm0398719,Jan Hryniak,3
nm0096066,Jacek Borcuch,4
nm1729121,Eiichirô Hasumi,9
nm1729095,Shlomi Elkabetz,3
nm0286790,Eric Forsberg,3
nm0347657,John Gulager,2
nm1027891,Theo Avgerinos,2
nm0408061,Ahmed Imamovic,2
nm1405761,Mark Hammond,1
nm1732965,Maurice Jamal,2
nm1007602,Jay Martel,1
nm0941262,Stephen Woolley,1
nm0882747,Mesut Uçakan,3
nm1488380,Thomas Smugala,1
nm0851264,Ibrahim Tatlises,2
nm0841392,Dan Svátek,2
nm0431762,Vicente Juarbe,1
nm0867950,José Roberto Torero,1
nm0251028,Ferdi Egilmez,1
nm0574625,James McTeigue,6
nm1738714,Kim Sky,1
nm0784634,Evan Seplow,1
nm1760810,Giacomo Martelli,1
nm0853374,Sam Taylor-Johnson,3
nm0924149,Graeme Whifler,1
nm1720536,Robert Reinert,1
nm0910701,Derek Wan,1
nm0704721,Liberto Rabal,1
nm0443469,Adrian Kays,1
nm1759031,James M. Hausler,3
nm0718646,Jason Reitman,8
nm1738704,Ove Raymond Gyldenås,1
nm0002339,Allen Coulter,2
nm0783180,Ali Selim,1
nm0951309,Ugur Yücel,2
nm1089605,Ümit Efekan,6
nm1760802,Olga Levens,1
nm1164653,Atsushi Funahashi,1
nm1743304,Neill Dela Llana,1
nm0652404,Marie-Pascale Osterrieth,1
nm0679662,Jennifer Phang,2
nm0442896,Minoru Kawasaki,4
nm1437277,Panna Rittikrai,7
nm0830387,John Stimpson,5
nm0393554,Miel Van Hoogenbemt,2
nm0141127,Emmanuel Carrère,1
nm0680599,Lucy Phillips,2
nm0769012,Glen Scantlebury,2
nm0497565,John H. Lee,5
nm0058713,Maurice Barthélémy,3
nm0016900,Karin Albou,2
nm1057316,Ian Denyer,1
nm0346306,Stéphan Guérin-Tillié,1
nm1741105,Steve Taylor,2
nm0681247,Rex Piano,4
nm0201524,Michael D. Olmos,3
nm0337756,Danny Green,1
nm1333798,Mabrouk El Mechri,3
nm0003587,John Penney,2
nm1748122,Benjamin Tabah,1
nm0020491,Elizabeth Allen Rosenbaum,2
nm1633070,Teresa Suarez,2
nm0576449,Gil Mehmert,1
nm0604335,Nanni Moretti,1
nm1394969,Sara Solati,1
nm1662213,Shashi Ranjan,1
nm0370207,Richard Hawkins,1
nm0453330,Nicole van Kilsdonk,7
nm1007381,Tanveer Khan,3
nm0603299,Stefano Mordini,5
nm1194496,Stevan Filipovic,3
nm0452220,Janusz Kidawa,1
nm0070566,Jessica Bendinger,1
nm1749002,Gen Sekiguchi,2
nm0165290,Richard Claus,2
nm1754432,Roshan Andrews,9
nm0135576,Eugenio Cappuccio,3
nm0257606,Diane English,1
nm0530178,Jorge López Sotomayor,1
nm0103595,Colin Brady,1
nm0001659,Christopher Reeve,1
nm1751724,Mike Scullion,1
nm0227992,Luc Dionne,3
nm0477076,Julia Kwan,1
nm1643006,John R. Carter,2
nm1754493,Eric Werthman,1
nm1374988,Van Elder,2
nm1752997,Gary Cook,2
nm0631315,Manolo Nieto,1
nm1317662,Doug Bollinger,1
nm2339445,Bx Giongrete,1
nm1335875,Sukumar,7
nm1757681,David Paul Scott,1
nm1764292,Deborah Saïag,1
nm1112145,Mika Tard,1
nm1106618,Isabelle Vitari,1
nm0540358,Pablo Malo,3
nm1758272,Roy Stuart,2
nm4965655,Hideta Takahata,1
nm1494245,Omar Shargawi,2
nm0970382,Piotr Trzaskalski,2
nm1076596,Kieran Galvin,1
nm1618690,Marc Schippert,1
nm1380082,Henrik Georgsson,2
nm0298488,Keith Fulton,1
nm0672492,Louis Pepe,1
nm1318843,Mark Fergus,1
nm0442646,Gregg Kavet,1
nm0732165,Andy Robin,1
nm1389025,Byambasuren Davaa,1
nm1135423,Darren Lynn Bousman,12
nm0368643,Till Hastreiter,2
nm1768188,Kader Kashmiri,1
nm0797578,Maria Solrun,1
nm0054005,Philippe Barcinski,1
nm1768213,Juan Pedro Ortega,1
nm1789466,Rodolfo Ledo,5
nm0994358,Julie Lipinski,1
nm0747545,Shahar Rozen,1
nm1770353,Ric White,1
nm0647487,Christopher Olness,1
nm1519363,Ham Tran,4
nm0250315,Robert Edwards,2
nm0833035,Craig Strachan,1
nm0848409,David Tamagi,1
nm1768186,Nap Toader,2
nm1379108,Yasmin Ahmad,3
nm1773579,Thomas Durchschlag,2
nm0960106,Safa Önal,3
nm1353543,Adam Sherman,4
nm1033725,Syamak Yasami,1
nm1773587,S.P. Jhananathan,4
nm0314606,Félix Germán,1
nm0837809,Katarina Sulajova,1
nm0185032,Geoff Cox,1
nm0759848,Samir,2
nm0179069,José Corbacho,3
nm1757765,Juan Cruz,3
nm0397590,Sandy Howard,1
nm2089231,Carles Torras,3
nm1413776,Ramon Térmens,4
nm0913824,Kensaku Watanabe,1
nm1014356,Jeremy Peter Allen,1
nm0300880,Daniele Gaglianone,3
nm1229511,Darren Dunstan,2
nm0297590,Alberto Fuguet,5
nm0127019,Antonio Dyaz,1
nm1779900,Anupam Sinha,1
nm1345460,Sushma Ahuja,1
nm1129444,Joseph Graham,4
nm0376664,Stewart Hendler,3
nm0389285,Florian Hoffmeister,1
nm0134396,Hans Canosa,2
nm0216459,Youssef Delara,5
nm1394021,Pepi Singh Khara,1
nm0728772,Justin Paul Ritter,2
nm1383079,Todd Kessler,2
nm0070436,Steve Bendelack,3
nm1779919,Gwen Wynne,1
nm0022741,Jeremy Alter,1
nm0253998,Ray Ellingsen,1
nm0588626,Joel Miller,1
nm0954786,Mahmoud Zemmouri,1
nm0126996,Florian Mischa Böder,2
nm1785617,Peter Bösenberg,1
nm1785663,Gerrit Lucas,1
nm0851596,Alexander Tavakoli,1
nm1388184,Erica von Moeller,1
nm0073384,Emmanuelle Bercot,5
nm0839664,Sanjay Soorkar,2
nm0215948,Paco del Toro,2
nm1785630,Chris Diani,1
nm0146637,Brice Cauvin,2
nm1785658,Maksim Korostyshevsky,1
nm0168892,Scott Coffey,2
nm1375099,Filippa Freijd,1
nm1461358,Martin Jern,3
nm1459215,Emil Larsson,3
nm1459674,Henrik Norrthon,1
nm0947087,Hoyt Yeatman,1
nm1785667,Luciano Melchionna,1
nm1565081,Mark Duffield,1
nm0602616,Guillem Morales,2
nm1347803,Ben Wolfinsohn,1
nm0810356,William Tyler Smith,1
nm1537955,Adrienne Weiss,1
nm1462495,Rémi Bezançon,6
nm1013093,Michael Kang,3
nm0243231,Jay Duplass,5
nm1476401,Milko Davis,4
nm1349570,Ben Dixon,1
nm0245361,Sergei Dvortsevoy,2
nm1785660,Yoon-ki Lee,6
nm0007071,Dennis Bots,8
nm0692530,Carlos Portugal,2
nm0463040,Gil Kofman,2
nm0863120,Deepak Tijori,5
nm0612487,Kieran Mulroney,1
nm1802251,Michele Mulroney,1
nm1224879,Pradeep Sarkar,5
nm1065402,Sanaa Hamri,3
nm1795664,Scott Glosserman,2
nm1182611,Pearry Reginald Teo,7
nm0474891,Siddharth Anand Kumar,1
nm1802377,Ankur Tewari,1
nm1086487,Cãtãlin Saizescu,2
nm0735276,David Rodriguez,3
nm0888036,Ricardo Van Steen,1
nm0681604,Charlie Picerni,2
nm1801477,Kathleen Slattery-Moschkau,1
nm1802215,Giovanni La Parola,1
nm0832617,Scott Storm,1
nm0099521,Bouli Lanners,2
nm0196088,António da Cunha Telles,1
nm0151305,Ajay Chandhok,4
nm0372031,John Hazlett,1
nm1802260,Vinta Nanda,1
nm1623472,François Dompierre,1
nm0918017,Lance Weiler,1
nm1143055,Joe Wehinger,1
nm0614682,Ryan Murphy,2
nm0127496,Gino Cabanas,1
nm0279460,Dick Fisher,1
nm0757662,Abdul Latif Salazar,1
nm1062304,Sérgio Goldenberg,1
nm1802263,Hamid Nematollah,4
nm1802793,Esteban Ramírez,3
nm1802079,Trevor Clarence,1
nm1791061,Jeff Burton,3
nm0408043,Hiroyuki Imaishi,4
nm0798595,Breno Silveira,5
nm0517572,J.M. Logan,1
nm0743748,Peter John Ross,1
nm1042521,John Whitney,1
nm0846630,Tomorô Taguchi,2
nm1007492,Helen Lesnick,1
nm1894799,Kei Kataoka,1
nm1097974,Tony Krawitz,2
nm0927057,Markus Widegren,1
nm1093669,Maria Blom,6
nm1112848,John E. Moyer,1
nm0523363,Richard Lowry,5
nm1802756,Rodrigo Ortuzar Lynch,2
nm1560941,Dinesh Shailendra,1
nm0483499,Laurence Lamers,1
nm1509181,Roberto Carminati,1
nm0348181,James Gunn,4
nm0432420,Brian Jun,4
nm1879061,Daniel Hess,1
nm1507217,Julia Taylor-Stanley,1
nm1828598,Sobhan,2
nm0161247,Kai-Cheung Chung,2
nm1063017,Tak-Sam Leong,2
nm0028017,Alice de Andrade,1
nm0784289,Partho Sen-Gupta,2
nm1172893,Ken Nikai,1
nm1328135,Kanti Shah,2
nm1614997,Miko Lazic,2
nm1802294,Banjong Pisanthanakun,7
nm1059740,Parkpoom Wongpoom,5
nm4191104,Yan Yan Mak,2
nm1802118,Terri Farley-Teruel,1
nm0817153,Radoslav Spassov,1
nm0521808,Simon Lui,1
nm1818089,Arash Moayerian,4
nm1322135,Joko Anwar,8
nm0532467,Lorene Machado,1
nm1818042,David Lee Fisher,1
nm0400211,John Huff,1
nm0828970,John Stevenson,2
nm0733149,Todd Robinson,3
nm1546948,David Denneen,1
nm0878216,Cyril Tuschi,1
nm0068587,William Brent Bell,5
nm1814577,Patrick Johnson,4
nm1883257,Pablo Larraín,8
nm0765767,Kiyoshi Sasabe,3
nm2391552,Nobuhiro Doi,5
nm1505955,Sergio Esquenazi,2
nm1823243,Reinert Kiil,4
nm0079343,Paulo Betti,1
nm0119226,Clovis Bueno,1
nm1815143,Subhash Agrawal,1
nm0943648,Romed Wyder,1
nm1081521,Lars Jessen,4
nm0015856,Buket Alakus,2
nm0326937,Miguel Gomes,4
nm0777564,Florian Schwarz,1
nm1543866,Till Endemann,1
nm1840944,Robert Thalheim,6
nm1842537,Yasuo Inoue,1
nm1278662,Himanshu Brahmbhatt,1
nm1680531,Kihachiro Kawamoto,1
nm0871428,Pete Travis,4
nm1840907,Arne Nolting,1
nm1842551,Jan Martin Scharf,2
nm1419321,Alante Kavaite,2
nm0317368,Adam Gierasch,6
nm1380103,Jonny Gillette,1
nm0007045,Scott Wiper,2
nm0081279,Rick Bieber,3
nm0922487,James Westby,3
nm0283267,Jay Floyd,1
nm1152175,Jan Dunn,3
nm0282921,Phil Flores,3
nm0062357,John Baumgartner,1
nm0249897,Cory Edwards,2
nm0250410,Todd Edwards,1
nm0498555,Tony Leech,2
nm0750599,Jason Ruscio,1
nm0775056,Maria Schrader,1
nm1834214,Shripal Morakhia,1
nm0784388,Lorraine Senna,2
nm1823306,Tommy Withrow,1
nm1387258,Sarah Schenck,1
nm1823461,Daryl Goldberg,2
nm0004810,Chris Carter,1
nm1825108,Lorenzo Bassano,1
nm1647538,Yûji Shimomura,2
nm1934273,Akira Kobayashi,1
nm1772770,Garnet Mae,2
nm1823279,Eduardo Schuldt,6
nm0497174,Dong-Wook Lee,1
nm1033761,Tommy Yune,1
nm1267084,Saïd Smihi,1
nm0409454,James Intveld,1
nm0237164,Polly Draper,1
nm1415729,Sanjay F. Gupta,1
nm0229182,Djinn,1
nm0706485,Lawrence Raghavendra,3
nm1825133,Hao Fang,1
nm0200022,Marc Daniels,1
nm0431185,Thierry Jousse,2
nm1823283,Kôji Shiraishi,12
nm0401811,Kristina Humle,1
nm1411667,Kaaren Kaer,1
nm0897433,René Vilbre,5
nm1661334,Amat Escalante,5
nm0881764,Peeter Urbla,1
nm0233919,Mark Dornford-May,2
nm1469160,Jonathan Walls,1
nm0330347,Josh Gordon,3
nm0817447,Will Speck,3
nm1131332,Joe Knee,1
nm0602233,Juan Mora Catlett,1
nm1228866,Matt Zoller Seitz,1
nm0179697,Ericson Core,3
nm1410090,Cyrill Boss,3
nm1360908,Philipp Stennert,3
nm0005600,Lukas Erni,1
nm0295107,Liz Friedlander,1
nm1821629,Mark A. Russell,1
nm0084819,Claus Bjerre,6
nm0187094,Philip Creager,1
nm1136112,Martial Fougeron,1
nm1417315,Vikraman,6
nm0024887,Santiago Amigorena,2
nm0617523,Måns Mårlind,5
nm0825407,Björn Stein,5
nm1834233,Ahmed Saleh,1
nm2324235,Kanji Wakabayashi,2
nm1836965,Lance Catania,1
nm0522181,Nick Louvel,1
nm0110591,Jeremy Brock,1
nm0670152,Baltasar Pedrosa,1
nm0639376,Billy O'Brien,3
nm1226523,Christian Charles,2
nm1358194,Damian Skinner,2
nm0410533,Brad Isaacs,1
nm1856809,Christos Sourligas,1
nm1392106,Matt Vancil,2
nm0014757,Luis Aira,1
nm1711842,Marty Thomas,2
nm1360082,Katrin Laur,2
nm0347728,Melih Gülgen,2
nm1857378,Olgun Arun,1
nm1831316,Timothy Boyle,2
nm1128037,Ruben Östlund,5
nm0403964,Khalid Hussain,1
nm0436899,Mischa Kamp,4
nm0181579,Rodrigo Cortés,4
nm1836967,Dusty DePree,1
nm0198755,Michael Damian,5
nm1556132,Zack Parker,4
nm1856676,Damon Blalack,1
nm0926592,Margaret Whitton,1
nm2497546,David F. Sandberg,3
nm1751797,Jonathan Vara,1
nm0901861,Irene von Alberti,1
nm1568126,Ido Mizrahy,1
nm1870021,Steve Stockman,1
nm0450123,James Kerwin,1
nm0873260,Fien Troch,4
nm1170286,Martin Weisz,2
nm1924976,Yoon-Chul Jung,4
nm1842548,Satheesh Paul,1
nm0439397,Pekka Karjalainen,2
nm1840848,Chookiat Sakveerakul,6
nm1860624,Frank Lin,3
nm0924063,Thomas Whelan,1
nm0435877,Harmage Singh Kalirai,1
nm1838827,Michael Booth,1
nm0266777,Stefen Fangmeier,1
nm0206760,Jonathan Dayton,3
nm0267512,Valerie Faris,3
nm1862705,Hunter Richards,1
nm0150325,Eric Chambers,1
nm1840921,Radhika Rao,3
nm1066482,Vinay Sapru,3
nm0449230,Pat Kerby,1
nm1870127,Tomm Coker,1
nm0254213,David Elliot,1
nm0083761,Bill Birrell,1
nm1754496,Bill Zebub,4
nm1847615,Carlos Atanes,3
nm0819965,Paul Spurrier,2
nm1552776,Ruxandra Zenide,1
nm1840911,Mitja Okorn,3
nm0587413,Kristijan Milic,2
nm1864599,Yoshihiro Hoshino,1
nm0795661,Saurabh Shukla,3
nm0834650,Aleksandr Strizhenov,3
nm1862104,Tiwa Moeithaisong,3
nm0097580,Cristiano Bortone,3
nm1093036,Anita Doron,2
nm0714298,Roland Reber,3
nm0165482,Gavin Claxton,1
nm1870153,Robbie Fraser,1
nm1394586,Ryan Parrott,1
nm1868746,Simon Brand,2
nm1224554,Vladan Nikolic,4
nm1842522,James Bai,1
nm1117275,Mohsen Abdolvahab,3
nm1550132,Andrey Kravchuk,4
nm1562489,Kazuyuki Shibuya,1
nm0580698,Isabelle Mergault,3
nm1320966,Kim Chapiron,3
nm1852383,Jesús Ponce,1
nm1871490,Paul Kampf,2
nm1866679,Dylan C. Brown,2
nm1119445,Renpei Tsukamoto,3
nm0840594,Junichi Suzuki,1
nm1854195,Eric Moyer,1
nm0371755,Jimmy Hayward,3
nm0553942,Steve Martino,3
nm0998799,Mike Aransky,1
nm1032754,Chris Sivertson,6
nm1184988,Archie Gips,1
nm1847622,Cory Cataldo,1
nm0522612,Anthony Lover,1
nm0875788,James Adam Tucker,3
nm1847765,Cartney Wearn,1
nm0154079,Pete Chatmon,1
nm1787076,Adam Meyerowitz,1
nm0343713,Seth Grossman,3
nm1774041,Antara Bhardwaj,1
nm1873139,Paolo Sedazzari,1
nm0994048,John Ashmore,1
nm1069989,Olatunde Osunsanmi,3
nm1733624,Richard Waterhouse,1
nm0019414,Christophe Ali,2
nm0094599,Nicolas Bonilauri,2
nm1490776,Alberto Mar,3
nm1490857,Isaac Sandoval,1
nm1901991,Jijy Philip,2
nm1946305,Hajime Ishimine,1
nm1948346,Shunichiro Miki,1
nm0766499,Sakichi Sato,2
nm0889829,Francisco Vargas,1
nm1887138,Mohit Suri,11
nm0586255,Atsushi Mihori,1
nm1568566,Richard R. Anasky,1
nm0497826,Mark Lee,1
nm1482702,Masaaki Yuasa,5
nm1856742,Florian Kehrer,1
nm1854295,Duk-hwan Oh,1
nm1145996,Shunji Ôga,1
nm1911624,Milos Avramovic,2
nm1834186,Kaspar Jancis,2
nm0683274,Ülo Pikkov,1
nm1173340,Priit Tender,1
nm1089736,Toa Fraser,4
nm0960025,Kentarô Ohtani,5
nm0957169,Daniel Zirilli,11
nm0000255,Ben Affleck,1
nm0375068,Mark Helfrich,1
nm0724084,Evan Richards,1
nm0746730,Michael James Rowland,2
nm0498722,Dominic Lees,1
nm1831657,Russell Brown,3
nm1651758,Fred Vogel,3
nm0644700,Jonathan Ogilvie,1
nm1248013,Coke Daniels,3
